,Jargon_Terms,Jargon_Type,is_Jargon
21278,affirmed,Most Common,False
21279,posix,Most Common,False
21280,communal,Most Common,False
21281,landlords,Most Common,False
21282,brewers,Most Common,False
21283,emu,Most Common,False
21284,libby,Most Common,False
21285,seite,Most Common,False
21286,dynamite,Most Common,False
21287,tease,Most Common,False
21288,motley,Most Common,False
21289,mci,Most Common,False
21290,aroma,Most Common,False
21291,pierced,Most Common,False
21292,translates,Most Common,False
21293,mais,Most Common,False
21294,retractable,Most Common,False
21295,cognition,Most Common,False
21296,quickbooks,Most Common,False
21297,cain,Most Common,False
21298,townhouse,Most Common,False
21299,verona,Most Common,False
21300,stormwater,Most Common,False
21301,syn,Most Common,False
21302,sgi,Most Common,False
21303,delegated,Most Common,False
21304,coco,Most Common,False
21305,chatting,Most Common,False
21306,punish,Most Common,False
21307,fishermen,Most Common,False
21308,pipelines,Most Common,False
21309,conforming,Most Common,False
21310,causal,Most Common,False
21311,rudy,Most Common,False
21312,stringent,Most Common,False
21313,rowan,Most Common,False
21314,tia,Most Common,False
21315,assigning,Most Common,False
21316,dwell,Most Common,False
21317,hacked,Most Common,False
21318,inaugural,Most Common,False
21319,awkward,Most Common,False
21320,congrats,Most Common,False
21321,msds,Most Common,False
21322,weaving,Most Common,False
21323,metropolis,Most Common,False
21324,arafat,Most Common,False
21325,srl,Most Common,False
21326,psychologists,Most Common,False
21327,diligence,Most Common,False
21328,stair,Most Common,False
21329,splitter,Most Common,False
21330,dine,Most Common,False
21331,wai,Most Common,False
21332,standardization,Most Common,False
21333,enforcing,Most Common,False
21334,lakeland,Most Common,False
21335,thiscategory,Most Common,False
21336,classy,Most Common,False
21337,struggled,Most Common,False
21338,lookout,Most Common,False
21339,arterial,Most Common,False
21340,injustice,Most Common,False
21341,mystical,Most Common,False
21342,acxiom,Most Common,False
21343,triathlon,Most Common,False
21344,ironing,Most Common,False
21345,kbytes,Most Common,False
21346,thx,Most Common,False
21347,commanded,Most Common,False
21348,woodlands,Most Common,False
21349,guardians,Most Common,False
21350,manifesto,Most Common,False
21351,slap,Most Common,False
21352,jaws,Most Common,False
21353,textured,Most Common,False
21354,finn,Most Common,False
21355,doppler,Most Common,False
21356,pedestal,Most Common,False
21357,entropy,Most Common,False
21358,widening,Most Common,False
21359,snooker,Most Common,False
21360,unleashed,Most Common,False
21361,underwood,Most Common,False
21362,saline,Most Common,False
21363,sonny,Most Common,False
21364,longevity,Most Common,False
21365,paw,Most Common,False
21366,lux,Most Common,False
21367,isabel,Most Common,False
21368,nairobi,Most Common,False
21369,sterile,Most Common,False
21370,importer,Most Common,False
21371,isl,Most Common,False
21372,orioles,Most Common,False
21373,botany,Most Common,False
21374,dissolution,Most Common,False
21375,rotor,Most Common,False
21376,pauline,Most Common,False
21377,quart,Most Common,False
21378,theres,Most Common,False
21379,bison,Most Common,False
21380,suppressed,Most Common,False
21381,allegro,Most Common,False
21382,materially,Most Common,False
21383,cit,Most Common,False
21384,amor,Most Common,False
21385,xvi,Most Common,False
21386,fungi,Most Common,False
21387,phyllis,Most Common,False
21388,ttl,Most Common,False
21389,dreamy,Most Common,False
21390,bengal,Most Common,False
21391,backstage,Most Common,False
21392,scrolls,Most Common,False
21393,awakening,Most Common,False
21394,qq,Most Common,False
21395,fairies,Most Common,False
21396,prescribe,Most Common,False
21397,lubbock,Most Common,False
21398,greed,Most Common,False
21399,nominate,Most Common,False
21400,sparkle,Most Common,False
21401,autograph,Most Common,False
21402,suvs,Most Common,False
21403,bmp,Most Common,False
21404,migrating,Most Common,False
21405,gasket,Most Common,False
21406,refrain,Most Common,False
21407,lastly,Most Common,False
21408,overcoming,Most Common,False
21409,wander,Most Common,False
21410,kona,Most Common,False
21411,relieved,Most Common,False
21412,firearm,Most Common,False
21413,dss,Most Common,False
21414,luc,Most Common,False
21415,elena,Most Common,False
21416,bam,Most Common,False
21417,closures,Most Common,False
21418,participatory,Most Common,False
21419,intermittent,Most Common,False
21420,ante,Most Common,False
21421,micron,Most Common,False
21422,budgetary,Most Common,False
21423,pcos,Most Common,False
21424,vols,Most Common,False
21425,revolving,Most Common,False
21426,ssk,Most Common,False
21427,bundled,Most Common,False
21428,pantie,Most Common,False
21429,bombers,Most Common,False
21430,covert,Most Common,False
21431,crater,Most Common,False
21432,leah,Most Common,False
21433,favored,Most Common,False
21434,bred,Most Common,False
21435,spongebob,Most Common,False
21436,fractional,Most Common,False
21437,markus,Most Common,False
21438,ideological,Most Common,False
21439,fostering,Most Common,False
21440,wellbutrin,Most Common,False
21441,rheumatoid,Most Common,False
21442,thence,Most Common,False
21443,birthplace,Most Common,False
21444,bleed,Most Common,False
21445,reverend,Most Common,False
21446,transmitting,Most Common,False
21447,swindon,Most Common,False
21448,cabernet,Most Common,False
21449,serie,Most Common,False
21450,sek,Most Common,False
21451,neptune,Most Common,False
21452,dsm,Most Common,False
21453,caucasian,Most Common,False
21454,understandable,Most Common,False
21455,shea,Most Common,False
21456,goblet,Most Common,False
21457,doctorate,Most Common,False
21458,binaries,Most Common,False
21459,inventions,Most Common,False
21460,dea,Most Common,False
21461,slovenian,Most Common,False
21462,practicable,Most Common,False
21463,showdown,Most Common,False
21464,simone,Most Common,False
21465,fronts,Most Common,False
21466,ancestor,Most Common,False
21467,russians,Most Common,False
21468,spc,Most Common,False
21469,potentials,Most Common,False
21470,incur,Most Common,False
21471,tempe,Most Common,False
21472,hklm,Most Common,False
21473,cores,Most Common,False
21474,borrowers,Most Common,False
21475,osx,Most Common,False
21476,canonical,Most Common,False
21477,nodded,Most Common,False
21478,confronted,Most Common,False
21479,believer,Most Common,False
21480,bouvet,Most Common,False
21481,multifunction,Most Common,False
21482,australians,Most Common,False
21483,nifty,Most Common,False
21484,declines,Most Common,False
21485,unveils,Most Common,False
21486,peacock,Most Common,False
21487,utmost,Most Common,False
21488,skeletal,Most Common,False
21489,dems,Most Common,False
21490,oahu,Most Common,False
21491,yates,Most Common,False
21492,leroy,Most Common,False
21493,rollover,Most Common,False
21494,infos,Most Common,False
21495,helpers,Most Common,False
21496,lds,Most Common,False
21497,elapsed,Most Common,False
21498,thanx,Most Common,False
21499,anthrax,Most Common,False
21500,academies,Most Common,False
21501,tout,Most Common,False
21502,shockwave,Most Common,False
21503,gre,Most Common,False
21504,imitation,Most Common,False
21505,harvested,Most Common,False
21506,dab,Most Common,False
21507,hopeful,Most Common,False
21508,furnishing,Most Common,False
21509,negatively,Most Common,False
21510,westlife,Most Common,False
21511,residences,Most Common,False
21512,spinach,Most Common,False
21513,bpm,Most Common,False
21514,liquidation,Most Common,False
21515,predecessor,Most Common,False
21516,tamiflu,Most Common,False
21517,cheeks,Most Common,False
21518,hare,Most Common,False
21519,beasts,Most Common,False
21520,touchdown,Most Common,False
21521,planar,Most Common,False
21522,philanthropy,Most Common,False
21523,adequacy,Most Common,False
21524,iomega,Most Common,False
21525,xa,Most Common,False
21526,fetisch,Most Common,False
21527,peanuts,Most Common,False
21528,discovers,Most Common,False
21529,eastman,Most Common,False
21530,franchising,Most Common,False
21531,coppermine,Most Common,False
21532,discard,Most Common,False
21533,cavalry,Most Common,False
21534,ged,Most Common,False
21535,breakers,Most Common,False
21536,quorum,Most Common,False
21537,forwards,Most Common,False
21538,ecard,Most Common,False
21539,prevalent,Most Common,False
21540,plat,Most Common,False
21541,exploits,Most Common,False
21542,ue,Most Common,False
21543,kn,Most Common,False
21544,dukes,Most Common,False
21545,offended,Most Common,False
21546,trimmed,Most Common,False
21547,py,Most Common,False
21548,ferries,Most Common,False
21549,worcestershire,Most Common,False
21550,faqfaq,Most Common,False
21551,bonn,Most Common,False
21552,muller,Most Common,False
21553,prostitution,Most Common,False
21554,mosque,Most Common,False
21555,fudge,Most Common,False
21556,extractor,Most Common,False
21557,horseback,Most Common,False
21558,vested,Most Common,False
21559,terribly,Most Common,False
21560,earnest,Most Common,False
21561,usergroupsusergroups,Most Common,False
21562,svenska,Most Common,False
21563,pcg,Most Common,False
21564,myocardial,Most Common,False
21565,homme,Most Common,False
21566,clancy,Most Common,False
21567,everytime,Most Common,False
21568,callback,Most Common,False
21569,tory,Most Common,False
21570,encompasses,Most Common,False
21571,rossi,Most Common,False
21572,sander,Most Common,False
21573,oldham,Most Common,False
21574,gonzales,Most Common,False
21575,conductivity,Most Common,False
21576,vor,Most Common,False
21577,confederate,Most Common,False
21578,presumed,Most Common,False
21579,annette,Most Common,False
21580,climax,Most Common,False
21581,blending,Most Common,False
21582,atc,Most Common,False
21583,weave,Most Common,False
21584,vicki,Most Common,False
21585,postponed,Most Common,False
21586,danville,Most Common,False
21587,philosophers,Most Common,False
21588,speeding,Most Common,False
21589,creditor,Most Common,False
21590,exits,Most Common,False
21591,pardon,Most Common,False
21592,sedona,Most Common,False
21593,oder,Most Common,False
21594,skateboarding,Most Common,False
21595,lexisnexis,Most Common,False
21596,abby,Most Common,False
21597,deepthroat,Most Common,False
21598,outback,Most Common,False
21599,teller,Most Common,False
21600,mandates,Most Common,False
21601,siena,Most Common,False
21602,reiki,Most Common,False
21603,biopsy,Most Common,False
21604,peptides,Most Common,False
21605,veil,Most Common,False
21606,peck,Most Common,False
21607,custodian,Most Common,False
21608,dante,Most Common,False
21609,lange,Most Common,False
21610,quarry,Most Common,False
21611,seneca,Most Common,False
21612,oceanic,Most Common,False
21613,tres,Most Common,False
21614,helm,Most Common,False
21615,burbank,Most Common,False
21616,festive,Most Common,False
21617,rosen,Most Common,False
21618,awakenings,Most Common,False
21619,pim,Most Common,False
21620,alla,Most Common,False
21621,preserves,Most Common,False
21622,sediments,Most Common,False
21623,appraiser,Most Common,False
21624,smp,Most Common,False
21625,ingram,Most Common,False
21626,gaussian,Most Common,False
21627,hustler,Most Common,False
21628,jess,Most Common,False
21629,tensions,Most Common,False
21630,secretion,Most Common,False
21631,linkages,Most Common,False
21632,separator,Most Common,False
21633,insult,Most Common,False
21634,scraps,Most Common,False
21635,waived,Most Common,False
21636,cured,Most Common,False
21637,schultz,Most Common,False
21638,buggy,Most Common,False
21639,adr,Most Common,False
21640,concordia,Most Common,False
21641,recon,Most Common,False
21642,kennel,Most Common,False
21643,drilled,Most Common,False
21644,fileplanet,Most Common,False
21645,souvenirs,Most Common,False
21646,royals,Most Common,False
21647,prescribing,Most Common,False
21648,slack,Most Common,False
21649,globalisation,Most Common,False
21650,borland,Most Common,False
21651,pastel,Most Common,False
21652,gin,Most Common,False
21653,nottinghamshire,Most Common,False
21654,differentiate,Most Common,False
21655,strollers,Most Common,False
21656,jays,Most Common,False
21657,uninsured,Most Common,False
21658,picasso,Most Common,False
21659,pilgrim,Most Common,False
21660,vines,Most Common,False
21661,susceptibility,Most Common,False
21662,ambiguous,Most Common,False
21663,mcgill,Most Common,False
21664,disputed,Most Common,False
21665,scouting,Most Common,False
21666,royale,Most Common,False
21667,instinct,Most Common,False
21668,gorge,Most Common,False
21669,righteousness,Most Common,False
21670,carrot,Most Common,False
21671,discriminatory,Most Common,False
21672,opaque,Most Common,False
21673,headquartered,Most Common,False
21674,bullying,Most Common,False
21675,saul,Most Common,False
21676,flaming,Most Common,False
21677,travelodge,Most Common,False
21678,empower,Most Common,False
21679,apis,Most Common,False
21680,marian,Most Common,False
21681,liens,Most Common,False
21682,caterpillar,Most Common,False
21683,hurley,Most Common,False
21684,remington,Most Common,False
21685,pedals,Most Common,False
21686,chew,Most Common,False
21687,teak,Most Common,False
